pos	category	stereotype	lemma	level
n	pa	yes	luật gia	inclusive
n	dmc	yes	dilly-dallier	conservative
n	pr	no	biston betularia	inclusive
n	an	no	animalculum	inclusive
n	cds	no	sự tự phụ	conservative
n	an	no	heo	inclusive
n	cds	no	culchie	inclusive
n	cds	no	đống	inclusive
n	ddp	yes	làm trể	inclusive
n	cds	no	chủ chứa	inclusive
n	ddp	yes	chuyện không quan hệ	conservative
n	svp	no	conceitedness	conservative
n	ddp	yes	tổn thương não	inclusive
n	asm	no	fuck	conservative
n	cds	no	vệ sinh cơ sở	inclusive
n	om	no	đỉnh	inclusive
n	svp	no	chán	inclusive
n	re	no	khủng bố	inclusive
n	om	no	homosexualism	inclusive
n	an	no	ốc	inclusive
n	an	no	culex pipiens	inclusive
n	ddp	yes	động là	inclusive
n	qas	no	blooper	inclusive
n	cds	no	jerking off	conservative
n	cds	no	một đoạn	conservative
n	cds	no	strikebreakers	inclusive
n	cds	no	sự chia tay	inclusive
n	svp	no	hám lợi	inclusive
n	ddp	yes	thiếu hụt tâm thần	inclusive
n	cds	no	phát xit	conservative
n	om	no	gần	inclusive
n	asf	no	lông mu	inclusive
n	om	no	derriere	inclusive
n	ps	yes	vandal	inclusive
n	cds	no	whiner	conservative
n	asm	no	Đậu răng ngựa	inclusive
n	om	no	thị nư	inclusive
n	re	no	bôi nhọ	inclusive
n	pr	no	lời nói trống rổng	conservative
n	dmc	yes	ăn cắp vặt	conservative
n	an	no	trâu rừng	inclusive
n	svp	no	ham muốn	inclusive
n	an	no	giống chó sói	inclusive
n	qas	no	lều	inclusive
n	an	no	giống chó rừng	inclusive
n	cds	no	schoolma'am	conservative
n	cds	no	rabble-rouser	conservative
n	qas	no	flub	inclusive
n	svp	no	avariciousness	inclusive
n	an	no	sự da man	inclusive
n	pa	yes	advocator	inclusive
n	an	no	kên kên	inclusive
n	cds	no	rất nhiệt tâm	inclusive
n	dmc	yes	scattergood	inclusive
n	cds	no	người không tự phụ	conservative
