n	an	no	xinxa del llit
n	cds	no	cantant melòdic
n	dmc	yes	desterrat
n	an	no	bajà
n	cds	no	escusat
n	ddp	yes	imbècil
n	cds	no	mandrós
n	an	no	bergant
v	cds	no	atracar-se
n	cds	no	saberuda
n	cds	no	pendejo
n	asm	no	nookie
a	asm	no	terrós
n	cds	no	astúcia
n	an	no	biston betularia
n	an	no	caiman
n	an	no	tomfool
n	an	no	cul domèstic
n	asf	no	cretí
n	qas	no	emborratxar
n	ddp	yes	inepte
n	an	no	fulvus
a	an	no	mesquí
n	re	no	organització terrorista
n	an	no	insecte hemípter
n	svp	no	dilly-dallier
n	cds	no	instructor
n	dmc	yes	bandits
n	svp	no	inacció
a	re	no	furibund
n	qas	no	gorrer
n	an	no	família cimicidae
n	ddf	yes	tap de bassa
n	an	no	ovis orientalis aries
n	an	no	sciaenops ocellata
n	cds	no	muntanya
n	is	yes	vilana
n	ps	yes	beneit
n	dmc	yes	falòrnia
v	cds	no	mustiar
a	dmc	yes	trist
n	an	no	engany
n	an	no	simple
n	re	no	bandoler
n	an	no	cabres
a	cds	no	exigent
a	cds	no	perspicaç
n	cds	no	fora de la llei
n	an	no	capra
n	asm	no	doofus
n	an	no	paparres
n	ddp	yes	balbotejador
a	dmc	yes	funest
n	an	no	anguil·liformes
n	re	no	grand theft
n	qas	no	gosseres
n	an	no	asní
n	dmc	yes	bola
n	qas	no	granger
n	an	no	rostre
n	re	no	assassinat en segon grau
n	ps	yes	mongol
n	cds	no	murri
n	qas	no	matèria heterogènia
n	cds	no	babau
n	re	no	destral treball
n	pr	no	fornicadora
n	asf	no	retardar
n	cds	no	novel · les de deu centaus
n	pa	yes	càtedra
n	svp	no	malenconiós
n	cds	no	matrimonier
n	an	no	devorador d'homes
n	pr	no	rattus norvegicus
n	cds	no	paper impulsor
n	cds	no	camarilla
n	or	no	taronja cremat
n	asm	no	beneit
n	pa	yes	membre corresponent
n	or	no	innocent
v	re	no	rampinyar
n	an	no	hemipteron
n	cds	no	robament
n	dmc	yes	hobo
n	ddp	yes	tonteria
n	an	no	llanut
n	dmc	yes	moralitat
n	cds	no	homuncles
n	pa	yes	bàrbar
n	cds	no	prelat
n	an	no	brent oca
n	cds	no	gobs
n	asm	no	flouter
n	cds	no	noi
n	ddp	yes	ingenu
n	asm	no	apèndixs
n	asm	no	gilipolles
n	cds	no	mestre
n	re	no	robatori a gran escala
n	an	no	gran tauró blanc
n	cds	no	cacografía
n	cds	no	cercle
n	ddp	yes	canviants
n	pa	yes	bèstia
n	an	no	xai
n	asm	no	fotre
n	asf	no	cony
n	an	no	guau guau
n	svp	no	gandul
n	an	no	cornut
n	asm	no	mà treball
n	re	no	pirateria marítima
a	cds	no	orgullós
n	an	no	athene noctua glaux
n	cds	no	ficada de pota
n	qas	no	mescles
n	dmc	yes	groller
a	qas	no	trist
n	cds	no	picardiós
v	re	no	estafar
n	cds	no	caguerot
n	re	no	improperis
n	cds	no	màfies
n	cds	no	rondinós
n	an	no	animàlcul
n	an	no	bous
n	pa	yes	porta de protecció
n	re	no	robar
n	re	no	agressor
n	pa	yes	funerari
n	om	no	línia mitjana clavicular
n	re	no	trampós
n	an	no	cargol bover
n	an	no	branta bernicla
n	dmc	yes	sense sostre
n	asm	no	candidesa
n	pa	yes	acadèmics
n	cds	no	crim
n	qas	no	neteja
n	an	no	bisont
n	ps	yes	poble hebreu
n	or	no	ximple
n	cds	no	demagògica
n	cds	no	peó
n	svp	no	mandrós
n	svp	no	perdulari
n	pr	no	mantinguda
n	dmc	yes	falsia
n	pa	yes	llaurador
a	om	no	diferent
n	an	no	penques
a	dmc	yes	dissolut
n	an	no	xinxes
n	qas	no	bunyol
n	re	no	traducement
n	an	no	xapa
n	om	no	homosexualisme
n	om	no	bujarró
n	cds	no	conqueridor
n	cds	no	furt
n	an	no	l'evolució del tauró
n	cds	no	entremaliadures
n	an	no	poca-pena
n	ps	yes	búlgara
n	qas	no	lapa
n	re	no	poca-pena
n	re	no	delinqüents
n	svp	no	minginess
n	asm	no	pèsols verds
n	svp	no	malfeiner
n	or	no	carbassa
n	om	no	sodomita
n	asm	no	pisum sativum
n	dmc	yes	bandolerisme
n	dmc	yes	peresós
n	an	no	pillet
n	re	no	plagi
n	asm	no	tanoca
n	dmc	yes	poriomania
n	or	no	sativus
a	svp	no	vanitós
a	cds	no	groller
n	cds	no	bufanúvols
n	dmc	yes	pseudo
n	an	no	brau
n	re	no	prevaricació
v	an	no	bramar
a	ddp	yes	fava
n	qas	no	garrofa
n	an	no	genus pipistrellus
n	cds	no	amour propre
n	ddp	yes	endarreriment mental
n	pr	no	gun moll
n	cds	no	engany
n	asm	no	fal · lus
n	re	no	violava
n	ddp	yes	babau
n	dmc	yes	triganer
n	om	no	coit anal
n	an	no	bisó americà
n	an	no	microbià
n	an	no	imbècil
n	qas	no	classes mitjanes
n	pa	yes	professor emèrit
n	qas	no	ficar la pota
n	cds	no	virosta
n	pr	no	gàngster moll
n	ddp	yes	ignorància
n	an	no	chump
n	an	no	canis familiaris
n	cds	no	demagògic
n	cds	no	cap del crim
n	an	no	pervers
n	dmc	yes	mozzarella
n	svp	no	amor propi
n	om	no	travestis
n	cds	no	porqueria
n	qas	no	home d'empresa
n	an	no	otus asio
a	svp	no	golafre
n	cds	no	proxenetes
n	an	no	gos
n	cds	no	corresponsals
n	an	no	folderol
a	qas	no	llagrimós
n	asf	no	xavala
n	cds	no	família línia
n	an	no	bestiar cabrum
n	cds	no	2 avaluador
n	qas	no	amateurisme
v	cds	no	dessecar-se
n	dmc	yes	trifler
n	qas	no	residus domèstics
a	svp	no	fatu
n	cds	no	moltes
n	cds	no	musulmans fonamentalistes
n	qas	no	desgraciat
n	pa	yes	sabater
n	ddp	yes	hooey
n	cds	no	oficial
n	svp	no	golut
n	an	no	lladruc
n	dmc	yes	dissimulació
n	dmc	yes	moralista
n	cds	no	carceller
n	om	no	queer
n	an	no	vamper
n	pr	no	arna clapada
a	an	no	gasiu
n	cds	no	somicaire
v	cds	no	mustigar-se
n	pr	no	rata de claveguera
n	pa	yes	empleada
n	asm	no	escarni
n	an	no	selacimorf
n	qas	no	burgesa
n	an	no	cocodrilia
n	an	no	zooerasty
n	svp	no	ànsia
n	cds	no	blackballing
n	cds	no	barra
n	cds	no	bellyacher
n	re	no	violadors
n	ps	yes	mestissos
n	ddp	yes	persona incompetent
n	dmc	yes	frau
n	svp	no	cobejança
n	ps	yes	búlgar
n	re	no	canalla
n	an	no	cabra lletera
n	asf	no	estúpid
n	an	no	ixodida
n	cds	no	pecador
n	dmc	yes	vagància
n	cds	no	membre de la tribu
n	qas	no	bèstia
n	an	no	caprí
n	ddp	yes	crèdul
n	cds	no	missera
n	pa	yes	carreter
n	rci	yes	bèstia
n	qas	no	feligrès
n	svp	no	repugnància
n	an	no	vampiressa
n	svp	no	mesquí
n	asf	no	dumbass
n	ddp	yes	muttonhead
n	cds	no	relíquia sagrada
n	an	no	microbians
n	asf	no	ruc
n	ps	yes	half-breed
n	an	no	rouncey
a	dmc	yes	abjecte
n	cds	no	ximple com un nen
n	cds	no	espectador
v	re	no	frustrar
n	dmc	yes	delicte
n	dmc	yes	capsigrany
n	qas	no	divulgement
a	svp	no	irritable
n	ddp	yes	fava
n	qas	no	masiaire
n	qas	no	arquitectura barroca
a	an	no	tonto
n	qas	no	ectoparasitisme
n	cds	no	groller
n	cds	no	propaganda de bústia
n	an	no	gossa
a	an	no	ronyós
n	rci	yes	talòs
n	qas	no	autoinfección
n	re	no	assaltat sexualment
a	dmc	yes	despreciable
n	qas	no	empresari nord-americà
n	cds	no	falòrnia 
n	an	no	animal
n	pa	yes	defensoria
n	cds	no	motley fool
n	dmc	yes	dropo
n	qas	no	seguidor
n	an	no	ingenu
n	cds	no	protèrvia
n	rci	yes	pallús
n	asm	no	pèsols
a	dmc	yes	miserable
n	om	no	natges
n	re	no	calúmnia
n	qas	no	conte
n	cds	no	mediador
n	qas	no	altiloqüència
a	svp	no	abúlic
n	qas	no	barret dolent
n	an	no	mul
n	qas	no	acòlit
a	cds	no	espavilat
n	dmc	yes	maldat
n	dmc	yes	ressaguer
n	pa	yes	advocat criminal
a	pa	yes	jesuític
n	an	no	porcs
a	qas	no	miserable
n	re	no	abús de poder
n	svp	no	miserable
n	cds	no	calaix de sastre
n	cds	no	robatori de bestiar
n	re	no	lladre
n	qas	no	seguidora
n	om	no	finocchio
n	an	no	caprinae
n	an	no	depredador
n	re	no	andrangheta
n	an	no	ploraner
n	re	no	xantatge
n	cds	no	corredor
n	re	no	maledicència
n	ddf	yes	desactivar
n	re	no	assassina
n	cds	no	per cop
n	ddp	yes	xerrameca
n	an	no	nois de lloguer
n	dmc	yes	clown
n	an	no	hirudinean
n	pa	yes	professor d'investigació
n	dmc	yes	scattergood
n	om	no	aristòcrata
n	dmc	yes	no per compte
n	cds	no	clan
n	is	yes	malvat
n	ps	yes	zulús
n	an	no	imbecil·litat
n	ddp	yes	insensatesa
n	ps	yes	chump
n	ddp	yes	encantat
n	asm	no	bajà
n	svp	no	innacció
n	pa	yes	funeral director
n	an	no	mol · luscs
n	an	no	mussols
n	ps	yes	destructor
n	or	no	meticulositat
n	dmc	yes	rodamón
n	dmc	yes	trasto
n	an	no	granotes
n	qas	no	parasitària
n	svp	no	triganer
a	asm	no	cafè
n	an	no	cocodrils
n	cds	no	delinqüent
n	cds	no	banda
n	cds	no	excusat
n	cds	no	cançoneria
n	cds	no	pinxo
n	asf	no	simplón
n	cds	no	bandada
n	re	no	tortures
n	cds	no	ultradretà
n	dmc	yes	vilà tràgic
n	an	no	carrer
n	asf	no	chump
n	is	yes	pobre diable
n	cds	no	religiositat
n	cds	no	conventículos
n	qas	no	conillera
v	asm	no	mofar-se
n	re	no	comportament criminal
n	pr	no	dona del carrer
n	an	no	trabucança
n	re	no	dolenta
n	an	no	donota
n	qas	no	barrija-barreja
n	ddp	yes	chump
n	an	no	porcell
n	cds	no	fanatisme
n	cds	no	andrangheta
a	svp	no	alterós
n	cds	no	desenes
n	is	yes	pobres
n	an	no	vilana
n	cds	no	egoisme
n	ddp	yes	balbucejador
v	is	yes	suplicar
n	an	no	tambor vermell
a	is	yes	pobre
n	cds	no	alfeñique
n	qas	no	fumbler
n	cds	no	expòsit
n	pa	yes	hall porter
n	ps	yes	híbrid natural
n	cds	no	funcionari de presons
n	is	yes	mendicant
n	an	no	mosquits
n	re	no	homicida
n	qas	no	sistema de castes
n	cds	no	cafetera
n	an	no	doodly-esquat
n	or	no	talòs
n	or	no	toix
n	cds	no	fonamentalisme islàmic
n	cds	no	religiousism
n	dmc	yes	llibertins
n	om	no	gais
n	re	no	malfactor
n	asm	no	tòtil
n	cds	no	nan
n	asf	no	nimietat
n	ddp	yes	imbecil
n	pa	yes	pastors
n	svp	no	protèrvia
n	cds	no	mentider
v	qas	no	pintar-se
n	cds	no	autolatry
n	cds	no	tinyeta
n	svp	no	gasiva
n	om	no	burro
n	an	no	antílop cabra
n	svp	no	acídia
n	ps	yes	raça negra
n	cds	no	tonto
n	asm	no	jeerer
n	an	no	protelidae
n	asf	no	bàmbol
n	re	no	malvat
n	asm	no	color granat
n	an	no	xot americà comú
a	is	yes	exigu
n	an	no	ca
n	qas	no	diletant
n	an	no	anguilliformes
n	ddp	yes	ximpleria
n	asf	no	bêtise
n	ps	yes	asiàtics
a	qas	no	dissortat
n	an	no	crocodylia
n	cds	no	clavegueram
n	dmc	yes	home mandrós
n	an	no	gallina
n	cds	no	covard
n	ps	yes	color negre
n	dmc	yes	rata
n	re	no	predelinqüència
n	om	no	homosexual
n	cds	no	demagog
n	re	no	pervers
n	cds	no	capsigrany
n	cds	no	penya
a	ps	yes	xinès
n	dmc	yes	llibertí
n	ddp	yes	murmurador
n	ps	yes	talòs
n	an	no	bandarra
n	an	no	idiota
n	qas	no	burghers
n	asf	no	xona
n	cds	no	sonny boy
n	qas	no	societat burgesa contemporània
n	dmc	yes	vilà
n	om	no	mateix sexe
n	pr	no	cortesà
n	cds	no	bajanada
n	om	no	extrem posterior
n	re	no	homicidis
n	cds	no	bèstia
n	cds	no	ídol fals
n	pr	no	bestiar
n	qas	no	paràsita
n	an	no	bos americanus
n	an	no	implacabilitat
n	ddf	yes	minusvàlid
v	cds	no	baratar
n	an	no	caparra
n	svp	no	avarícia corporativa
v	cds	no	sobremenjar
n	an	no	xot
n	an	no	hyaenidae
n	pr	no	bandarra
n	cds	no	neonatal
n	cds	no	beguins
n	re	no	escura pisos
n	cds	no	pobre diable
n	cds	no	casa de mala reputació
n	cds	no	agitador
n	cds	no	conque
n	cds	no	ves bleu
n	an	no	pollastre
n	svp	no	set pecats capitals
n	asm	no	estaquirot
n	cds	no	entremaliadura
n	asm	no	granat
n	qas	no	treballador agrícolo
a	is	yes	trist
n	om	no	transformista
n	an	no	mol · lusc
n	qas	no	aficionats
n	re	no	terrorisme
n	ps	yes	rommany
n	cds	no	penques
n	re	no	criminal
n	ps	yes	idiota
n	an	no	ser animat
n	cds	no	beguines i begards
n	om	no	homosexuals
n	svp	no	lascívia
n	an	no	brant oca
n	om	no	disminuït
n	asf	no	changeling
n	an	no	porc
n	qas	no	mescla homogènia
n	is	yes	els pobres
n	re	no	captora
n	cds	no	falsetat
n	qas	no	bloodhound
n	dmc	yes	motiu ètic
n	rci	yes	bàrbars
