pos	category	stereotype	lemma	level
n	dmc	yes	dilly-dallier	conservative
n	an	no	animalculum	inclusive
n	re	no	rapist	conservative
n	pa	yes	athrawon	inclusive
n	cds	no	pilferer	conservative
n	dmc	yes	person digartref	inclusive
n	an	no	ffwl	conservative
n	cds	no	culchie	inclusive
n	cds	no	dwsinau	inclusive
n	pa	yes	barbariaid	conservative
n	cds	no	demagog	conservative
n	an	no	moo-buwch	inclusive
a	qas	no	arferol	inclusive
n	cds	no	wahardd	inclusive
n	svp	no	conceitedness	conservative
n	asf	no	numskull	conservative
n	an	no	gwiber	inclusive
n	qas	no	gaill	inclusive
n	cds	no	pomposity	inclusive
n	asm	no	fuck	conservative
n	an	no	morgi	inclusive
n	cds	no	gossipmonger	conservative
n	asm	no	codi	inclusive
n	an	no	barbariaeth	inclusive
n	om	no	homosexualism	inclusive
n	re	no	brawychiaeth	conservative
n	an	no	culex pipiens	inclusive
n	qas	no	hofel	inclusive
n	ddp	yes	carcharor	inclusive
n	qas	no	blooper	inclusive
n	qas	no	parasit	inclusive
n	cds	no	strikebreakers	inclusive
n	ddp	yes	anwybodusyn	conservative
n	or	no	dolt	conservative
n	dmc	yes	da-am-ddim	conservative
n	an	no	microbaidd	inclusive
n	cds	no	scads	inclusive
n	cds	no	ffasgaeth	conservative
n	asm	no	atodiadau	inclusive
n	ddp	yes	twirp	conservative
n	cds	no	grifter	inclusive
n	cds	no	dde eithafol-asgellwr	conservative
n	dmc	yes	dissimulator	conservative
n	an	no	creadur	inclusive
n	om	no	derriere	inclusive
n	ps	yes	vandal	inclusive
n	an	no	dylluan	inclusive
n	cds	no	whiner	conservative
n	qas	no	llaw maes	inclusive
n	asm	no	darn o gynffon	conservative
n	cds	no	hayseed	conservative
n	an	no	afr	inclusive
n	cds	no	egotism	conservative
n	re	no	mor-ladrad	inclusive
n	dmc	yes	adyn	conservative
n	pa	yes	mortician	inclusive
n	cds	no	idler	conservative
n	an	no	gŵydd	inclusive
n	asf	no	gwallt crotch	inclusive
n	asm	no	caled-ar	inclusive
n	an	no	gast	conservative
n	om	no	molester plentyn	conservative
n	dmc	yes	loiterer	conservative
n	an	no	dunce	conservative
n	cds	no	troseddol	inclusive
n	pr	no	wasanaethau rhywiol	conservative
n	cds	no	schoolma'am	conservative
n	svp	no	niggardliness	conservative
n	cds	no	tramgwyddus	conservative
n	an	no	cyffwrdd meddal	conservative
n	qas	no	flub	inclusive
n	qas	no	amaethwr	inclusive
n	svp	no	avariciousness	inclusive
n	dmc	yes	ffugio	inclusive
n	cds	no	retard	inclusive
n	pa	yes	advocator	inclusive
n	an	no	dafad	inclusive
n	cds	no	hynny-ac-felly	conservative
n	dmc	yes	scattergood	inclusive
n	cds	no	dwyn	inclusive
n	cds	no	croesfrid	inclusive
n	svp	no	dillydallier	conservative
n	an	no	pryfyn	inclusive
n	ddp	yes	blabber	conservative
n	an	no	lunkhead	conservative
n	an	no	culicidae	inclusive
a	ps	yes	du	inclusive
n	om	no	gwrywgydiaeth	inclusive
n	an	no	swallower balŵn	inclusive
n	cds	no	bungle	inclusive
n	cds	no	malefactor	conservative
n	an	no	llyswennod	inclusive
a	svp	no	ddig	inclusive
n	an	no	profiteer	conservative
a	cds	no	cyffredin	inclusive
n	asm	no	hurtrwydd	conservative
n	an	no	wisent	inclusive
n	asf	no	saphead	conservative
n	an	no	chaser sgert	conservative
n	re	no	weithred derfysgol	conservative
n	ddp	yes	ninny	conservative
n	re	no	drais rhywiol statudol	inclusive
n	cds	no	plentyn newid	inclusive
n	cds	no	jacking i ffwrdd	conservative
n	an	no	diddlyshit	conservative
n	an	no	bos taurus	inclusive
n	svp	no	mope	conservative
n	cds	no	pen pwdin	conservative
n	re	no	brawychaeth	conservative
n	qas	no	mooch	conservative
n	cds	no	gyfraith sy'n torri	inclusive
n	dmc	yes	turncoat	conservative
n	re	no	babanladdiad	inclusive
