n	asm	no	nookie
n	asf	no	twat
n	cds	no	alfonsiak
n	om	no	homo
n	ps	yes	nocnik
a	svp	no	dumny
n	pr	no	rura
n	cds	no	dałn
n	pr	no	kretyństwo
n	cds	no	komediant
n	asf	no	codswallop
n	svp	no	nadaremność
a	cds	no	zlękniony
n	dmc	yes	lekkomyślnik
n	cds	no	chewra
n	cds	no	alfons
n	re	no	organizacja terrorystyczna
n	ddp	yes	pillock
n	an	no	zakuta pała
n	dmc	yes	trzpiot
n	dmc	yes	odszczepieniec
n	an	no	wąż
n	cds	no	zarozumiałość
n	svp	no	dilly-dallier
n	dmc	yes	szwindel
n	cds	no	urwipołeć
n	pa	yes	dzikus
n	an	no	niezaradny
n	ddp	yes	głuptak
n	pr	no	prostytucji ulicznej
a	ddf	yes	niecny
n	cds	no	mazgaj
n	svp	no	chełpliwość
a	ddf	yes	nikczemny
n	cds	no	praca ręka
n	svp	no	leniwiec
n	pr	no	utrzymanką
n	svp	no	nicestwo
n	cds	no	leniwiec
n	asf	no	frajer
n	qas	no	brakorób
n	cds	no	trik
n	an	no	parazyt
a	dmc	yes	rozwiązły
n	asm	no	doofus
n	cds	no	chiseler
n	dmc	yes	odstępca
a	svp	no	łakomy
n	cds	no	kosa
n	qas	no	troglodyta
n	svp	no	daremność
n	cds	no	problemem
n	cds	no	bandytów
n	cds	no	filut
n	svp	no	partacz dobrze
n	cds	no	kutafon
n	pr	no	flama
n	cds	no	próżniaków
n	re	no	łajdak
n	cds	no	zbłąkana owieczka
n	dmc	yes	odór
n	cds	no	strachajło
n	dmc	yes	hobo
n	cds	no	lichwy
n	an	no	bałwan
n	om	no	homofilia
a	cds	no	dumny
n	cds	no	chwyt
n	ps	yes	metyska
n	an	no	analfabeta
n	qas	no	parobas
n	or	no	imbecyl
n	cds	no	opryszek
n	asm	no	flouter
n	an	no	papuga
n	asm	no	półgłupek
n	cds	no	ładować
a	qas	no	zwariowany
n	dmc	yes	leniuch
n	pr	no	puszczalska
n	ddp	yes	idiotyzm
n	svp	no	wyniosłość
a	ddp	yes	łatwowierny
n	dmc	yes	foetor
n	ddp	yes	rumormonger
a	cds	no	niesmaczny
n	or	no	knucklehead
n	ddp	yes	chuj
n	cds	no	snob
n	an	no	bazyliszek
n	ddp	yes	dupa
n	dmc	yes	wałkoń
n	qas	no	pic na wodę, fotomontaż
n	asf	no	pochwy
n	an	no	łajdak
n	ddp	yes	głupi człowiek
n	qas	no	nieprawda
n	cds	no	ordynus
n	cds	no	bujda na resorach
n	cds	no	obskurant
n	cds	no	ragtag
n	dmc	yes	złodziejaszek
n	dmc	yes	sfanatyzowany
n	an	no	ośli łeb
n	dmc	yes	rozpustnik
n	ddp	yes	fiut
n	ddp	yes	dupkiem
n	ps	yes	bałwan
n	ddp	yes	chujoza
n	svp	no	stłoczenie
n	asf	no	błaznować
n	ps	yes	niezdara
n	cds	no	leser
