pos	category	stereotype	lemma	level
n	qas	no	سرهم بندی کردن	inclusive
n	cds	no	گیج کننده	conservative
n	cds	no	پسر بچه	inclusive
n	cds	no	ویس	inclusive
n	an	no	بزغاله	inclusive
n	cds	no	خانواده	inclusive
a	ddf	yes	کور	inclusive
n	cds	no	دزد سرگردنه	inclusive
n	om	no	کودک molester	conservative
n	or	no	رازيانه	inclusive
n	cds	no	قمارخانه	inclusive
n	ps	yes	وحشیانه	conservative
n	is	yes	گدا	inclusive
n	cds	no	شرور	conservative
n	an	no	پشه مشترک	inclusive
n	ddf	yes	معلول جسمی	inclusive
n	dmc	yes	grifter	conservative
n	cds	no	راست افراطی در جناح	conservative
v	re	no	گول زدن	inclusive
n	cds	no	مردرند	conservative
n	ps	yes	کارت قرمز	inclusive
n	an	no	كوسه سفيد	inclusive
n	om	no	درگ كوئين	inclusive
n	pr	no	عوضی	conservative
n	cds	no	عوام فریبی	conservative
n	cds	no	سرهم بندی کردن	inclusive
n	re	no	هراس افگنی	conservative
n	svp	no	سستی	inclusive
n	an	no	animalculum	inclusive
n	an	no	culex pipiens	inclusive
n	cds	no	خودپرستی افراطی	conservative
n	re	no	تروریست	conservative
n	cds	no	کم بنیه	conservative
n	an	no	پروانه	inclusive
n	dmc	yes	بی ادب	conservative
n	cds	no	کشیش ارشد	inclusive
n	re	no	افترا	conservative
n	om	no	همجنسگرایان	conservative
n	dmc	yes	ناقلا	conservative
n	an	no	مخصوص فروش اشیاء ارزان قیمت یا دست دوم	inclusive
n	om	no	همجنس‌گرا	conservative
n	cds	no	خبرنگاران	inclusive
n	dmc	yes	dissimulator	conservative
n	om	no	همجنس‌گرایی مردانه	conservative
n	an	no	شاپرك فلفلي	inclusive
n	an	no	سوسريان	inclusive
n	pa	yes	متصدی حمل ونقل	inclusive
n	an	no	نفت از نوع "brent	inclusive
n	qas	no	صدای مزاحم	conservative
n	pa	yes	هیأت علمی	inclusive
n	pa	yes	پروفیسور	inclusive
n	an	no	شپش humanus	inclusive
n	asf	no	چیز جزیی	inclusive
n	dmc	yes	کوزه گلی	inclusive
n	dmc	yes	حالیکه به بازی "چرخ چرخ" اندرو	inclusive
n	asf	no	سیرابی	conservative
n	an	no	فاحشه	inclusive
n	svp	no	کاهلی	inclusive
n	pr	no	whoredom	inclusive
n	re	no	دزدي ادبي	inclusive
n	an	no	سیمیسیده	inclusive
n	ps	yes	ادم اواره و ولگرد	inclusive
n	cds	no	schoolma'am	conservative
n	pr	no	روسپی گری	inclusive
n	cds	no	اشتباه احمقانه	inclusive
n	cds	no	سرقت	inclusive
n	dmc	yes	ساختگی	conservative
n	asm	no	کار دست	conservative
n	cds	no	بتعویق انداختن	inclusive
n	cds	no	فاضلاب	inclusive
n	asm	no	باقالا	inclusive
