n	dmc	yes	dohakabe
n	pr	no	sasikume
n	cds	no	polizi agente
n	asm	no	buztan
n	asf	no	ergel
n	dmc	yes	bizinahi
n	ddp	yes	kaskarro
n	or	no	inuzente
n	is	yes	miserable
n	asm	no	kirten
n	an	no	hezigabe
n	cds	no	buruiritzi
n	dmc	yes	erdipurdiko
n	svp	no	handikeria
n	an	no	ezjakin
n	an	no	tentel
n	cds	no	lukurari
n	re	no	pikaro
n	ps	yes	ergel
n	ps	yes	inozo
n	re	no	lapur
n	or	no	lelo
n	asm	no	txotxolo
n	an	no	gaizto
n	ddp	yes	ezjakintasun
n	ddf	yes	nano
n	re	no	terrorista
n	cds	no	hebain
n	dmc	yes	arduragabe
n	asm	no	zakil
n	cds	no	sinesbera
n	cds	no	hasiberri
n	an	no	limurtzaile
n	cds	no	torturatzaile
n	an	no	kakati
n	cds	no	koldarkeria
n	dmc	yes	iruzur
n	asm	no	tentelkeria
n	is	yes	eskeko
n	is	yes	zikoitz
n	cds	no	ezdeus
n	dmc	yes	engainari
n	asm	no	kikirrio
n	ddp	yes	autubatzaile
n	an	no	kikil
n	qas	no	kaskarro
n	asf	no	panpina
n	asm	no	inozo
n	dmc	yes	eskas
n	cds	no	artaburu
n	cds	no	dohakabe
n	re	no	gizatxar
n	asf	no	bagina
n	qas	no	eragile
n	dmc	yes	faltsu
n	cds	no	maskal
n	asm	no	burlati
n	dmc	yes	basati
n	dmc	yes	alu
v	qas	no	toleatu
n	cds	no	engainatzaile
n	dmc	yes	fariseu
n	ps	yes	barbaro
v	asm	no	larrutan egin
n	dmc	yes	maltzur
n	svp	no	litxarrero
n	asf	no	ergelkeria
n	cds	no	muturluze
n	an	no	bilau
n	an	no	ero
n	asf	no	mozolo
n	asm	no	burlari
n	an	no	asto
n	ddp	yes	jendaila
n	an	no	lukurreru
n	re	no	azeri
n	cds	no	orojakile
n	cds	no	lotsagabekeria
n	cds	no	demagogo
n	svp	no	nagi
n	cds	no	bihurrikeria
n	ddp	yes	ezjakin
n	svp	no	tripazain
n	cds	no	kikil
n	pr	no	emagaldu
n	qas	no	alproja
n	qas	no	bizkarroi
n	dmc	yes	ezjakin
n	asf	no	txepel
n	an	no	astapotro
n	an	no	zital
n	qas	no	jan-txakur
n	ddp	yes	bihozgabe
n	cds	no	bidelapur
n	cds	no	demagogiko
n	cds	no	bufoi
n	asm	no	astakeria
n	is	yes	lander
n	cds	no	kakati
n	or	no	atsogizon
n	rci	yes	astakirten
n	cds	no	alu
n	svp	no	hantuste
n	is	yes	bilau
n	pa	yes	kaskarro
n	is	yes	gaizto
n	an	no	sinesbera
n	cds	no	sail
n	ps	yes	basapizti
n	asm	no	memelo
n	an	no	zerri
n	dmc	yes	azaluts
n	an	no	kirten
n	dmc	yes	hipokrisi
n	cds	no	alfer
v	qas	no	tormentatu
n	cds	no	mari-maisu
n	om	no	emagizon
n	asf	no	kaskarro
n	ps	yes	baldar
n	cds	no	ergel
n	an	no	putakume
n	cds	no	egoista
n	svp	no	irentsi nahi
n	ddp	yes	zoro
n	an	no	ezikasi
n	cds	no	enbustero
n	an	no	zoofilia
n	ps	yes	kaiku
n	cds	no	deabrutxo
n	cds	no	arlote
n	asm	no	tuntuna
n	cds	no	barbaro
n	asf	no	astakirten
n	cds	no	bihurri
n	asf	no	alu
n	or	no	pello
v	asm	no	iruzur egin
a	cds	no	azeri
n	an	no	forogu
n	qas	no	gogaikarri
n	ddp	yes	asto
n	cds	no	polizia
n	cds	no	ahobero
v	qas	no	oinaztatu
v	asm	no	iseka egin
n	cds	no	jendaila
n	ddf	yes	txiki
n	cds	no	fariseu
n	is	yes	zerri
n	cds	no	proxeneta
n	cds	no	litxarrero
n	cds	no	sasijakitun
n	dmc	yes	bidelapur
n	ddp	yes	dorpe
n	pr	no	sexu-langile
n	ddp	yes	basati
n	cds	no	ultraeskuindar
n	qas	no	trakets
n	asm	no	txorta
n	an	no	gauzak mantso egiten dituen
n	or	no	ergel
n	cds	no	makal
n	cds	no	babalore
n	om	no	transexual
n	dmc	yes	txar
n	ddp	yes	sineskor
n	an	no	burugabe
n	or	no	babalore
n	ddp	yes	salatzaile
n	dmc	yes	gauzaez
n	re	no	mafia siziliar
n	re	no	doilor
n	or	no	inozo
n	an	no	astakirten
n	cds	no	gaizkile-talde
n	re	no	bortxaketa
n	ddp	yes	sinesbera
n	cds	no	trakets
n	svp	no	alferrontzi
n	re	no	zital
n	asf	no	kaiku
n	asm	no	burugabe
v	asm	no	txortan egin
n	svp	no	zuhurkeria
n	dmc	yes	alderrai
n	qas	no	oies
n	qas	no	lardats
