pos	category	stereotype	lemma	level
n	cds	no	jactância	conservative
n	ps	yes	estúpido	conservative
n	cds	no	francomaçonaria	inclusive
a	qas	no	coitado	conservative
n	an	no	animalculum	inclusive
n	an	no	hemipteron	inclusive
n	cds	no	caos	inclusive
n	an	no	anguia	inclusive
n	cds	no	conspirata	inclusive
n	ps	yes	biotecnologia vegetal	inclusive
n	qas	no	gónada	inclusive
n	cds	no	fora da lei	conservative
n	ddp	yes	joguete	conservative
n	cds	no	gente	conservative
n	qas	no	fazenda inquilino	inclusive
n	svp	no	zero à esquerda	conservative
n	svp	no	cólera	inclusive
n	ddp	yes	indivíduo impertinente	conservative
n	dmc	yes	o louco	inclusive
a	svp	no	ufano	conservative
a	cds	no	criminal	inclusive
a	dmc	yes	sujos	inclusive
n	dmc	yes	facínora	conservative
n	ps	yes	povo cigano	inclusive
n	cds	no	jornalista	inclusive
n	qas	no	necrotrófico	inclusive
n	ddp	yes	burrice	conservative
n	cds	no	cú de ferro	conservative
n	cds	no	gossipmonger	conservative
n	an	no	burro	conservative
n	cds	no	conduta criminosa	conservative
n	cds	no	cultura de gangues	conservative
n	an	no	culex pipiens	inclusive
n	ps	yes	raça amarela	conservative
n	pr	no	gigolô	conservative
n	cds	no	extorsionário	inclusive
n	re	no	estuprador em série	conservative
n	dmc	yes	bússola moral	inclusive
n	asm	no	rola	conservative
n	cds	no	casa de alterne	inclusive
n	an	no	micróbios	inclusive
n	ddp	yes	reino animal	inclusive
n	qas	no	erros de gravação	inclusive
n	ps	yes	rommany	inclusive
a	ddf	yes	capenga	inclusive
n	cds	no	a teoria de conspiração	inclusive
n	ddp	yes	twirp	conservative
n	cds	no	volume	inclusive
v	asm	no	copular	conservative
n	qas	no	mentirinha	conservative
a	dmc	yes	vadio	conservative
n	om	no	pederasta	conservative
n	ps	yes	crioulo	conservative
a	svp	no	libidinoso	conservative
n	an	no	maroto	conservative
a	ddp	yes	insípido	inclusive
n	cds	no	romances baratos	inclusive
n	an	no	cantarilho	inclusive
n	an	no	fauna	inclusive
n	an	no	psitaciforme	inclusive
n	cds	no	bastardo	conservative
a	cds	no	astuto	conservative
n	pa	yes	banqueiro	inclusive
n	cds	no	interfertilidade	inclusive
n	or	no	pepino	inclusive
n	dmc	yes	loiterer	conservative
n	cds	no	proxeneta	conservative
n	re	no	estuprar	conservative
n	re	no	atividades ilegais	inclusive
n	ddp	yes	atraso mental	inclusive
n	cds	no	maçons livres	inclusive
n	cds	no	filho	inclusive
n	an	no	face	inclusive
n	cds	no	idolatria	inclusive
n	cds	no	schoolma'am	conservative
