pos	category	stereotype	lemma	level
n	dmc	yes	menggelandang	inclusive
n	cds	no	saintisme	inclusive
n	an	no	biri	inclusive
n	an	no	animalculum	inclusive
n	ddf	yes	katik	conservative
n	qas	no	keterlanjuran	inclusive
n	ps	yes	pemurah	conservative
n	is	yes	kikir	conservative
n	cds	no	narsisme	inclusive
v	cds	no	mengumpat	inclusive
n	cds	no	kucar-kacir	inclusive
n	dmc	yes	cempiang	inclusive
n	an	no	babi	inclusive
a	dmc	yes	tengik	conservative
n	om	no	homosexualism	inclusive
n	dmc	yes	tak berguna	conservative
a	svp	no	ujud	conservative
n	an	no	culex pipiens	inclusive
n	asm	no	hal lekas percaya	conservative
a	re	no	riang	conservative
n	qas	no	parasit	inclusive
a	is	yes	tembok kering	conservative
n	cds	no	strikebreakers	inclusive
n	cds	no	mess-up	inclusive
n	qas	no	dalih	conservative
n	cds	no	scads	inclusive
n	cds	no	volume	inclusive
n	cds	no	persoalan	conservative
n	qas	no	taipan	inclusive
n	cds	no	kedogmatisan	conservative
n	pr	no	merangkak trotoar	inclusive
v	asm	no	mengamput	conservative
n	cds	no	bebal	inclusive
a	svp	no	berdendam	conservative
n	dmc	yes	pelawak	inclusive
n	an	no	fauna	inclusive
a	cds	no	jenayah	inclusive
n	is	yes	pelit	conservative
n	asm	no	coklat	inclusive
n	cds	no	hiruk-pikuk	inclusive
n	cds	no	bos	inclusive
n	an	no	ayam	inclusive
a	re	no	mengganas	inclusive
n	cds	no	pesolek	inclusive
n	cds	no	pembual	conservative
n	cds	no	schoolma'am	conservative
n	svp	no	niggardliness	conservative
n	qas	no	tipu	conservative
n	cds	no	pewarta	inclusive
n	re	no	gajul	inclusive
n	qas	no	berselerak	inclusive
n	om	no	yg berlaku lemah	conservative
n	re	no	perampok	conservative
a	cds	no	rampus	conservative
n	dmc	yes	scattergood	inclusive
n	pr	no	hetaira	inclusive
a	cds	no	licik	conservative
n	asm	no	banci	conservative
n	an	no	culicidae	inclusive
n	an	no	blattaria	inclusive
n	cds	no	bungle	inclusive
n	ddp	yes	pemurah	conservative
n	svp	no	kemurkaan	inclusive
n	an	no	redfish	inclusive
v	re	no	membinjat	inclusive
v	cds	no	arwah	inclusive
n	cds	no	kepintaran	inclusive
n	re	no	rampasan	inclusive
n	re	no	pencuri	inclusive
n	dmc	yes	penipuan	conservative
n	asf	no	wanita	conservative
v	cds	no	mengerih	inclusive
v	cds	no	mendewakan	inclusive
n	an	no	pelahap	conservative
a	svp	no	mengomel	conservative
n	cds	no	lowlife	conservative
n	cds	no	sambutan	inclusive
n	qas	no	penjual	inclusive
n	svp	no	dallier	conservative
n	pr	no	jablai	conservative
n	dmc	yes	setengah pint	conservative
a	svp	no	geram	inclusive
n	ddp	yes	pembelot	conservative
n	is	yes	kemiskinan	inclusive
n	ps	yes	babar	conservative
n	cds	no	sen mengerikan	inclusive
n	an	no	bangsat	inclusive
a	dmc	yes	batil	conservative
