pos	category	stereotype	lemma	level
n	ps	yes	idiot simple	conservative
n	an	no	she-donkey simple	inclusive
n	pr	no	moths simple	inclusive
n	pa	yes	employee simple	inclusive
n	cds	no	dah mob simple	conservative
n	cds	no	carrion simple	inclusive
n	asf	no	idiot simple	conservative
n	ddp	yes	retard simple	inclusive
n	ddp	yes	barbarians simple	conservative
n	an	no	upland goose simple	inclusive
n	asm	no	testis simple	inclusive
n	dmc	yes	hobos simple	conservative
n	pr	no	concubinage simple	inclusive
n	pr	no	wharf rat simple	inclusive
n	cds	no	robber baron simple	inclusive
n	an	no	eurypterids simple	inclusive
n	qas	no	orchitic simple	inclusive
n	pr	no	concubine simple	inclusive
n	an	no	donkey simple	inclusive
n	an	no	donkeys simple	inclusive
n	an	no	piglet simple	inclusive
n	asm	no	brown simple	inclusive
n	cds	no	outlaw simple	inclusive
n	asf	no	vaginal simple	conservative
n	pr	no	ox simple	inclusive
n	asm	no	stiffy simple	inclusive
n	cds	no	infancy simple	inclusive
n	asm	no	idiot simple	inclusive
n	asm	no	foreskin simple	inclusive
n	an	no	blattaria simple	inclusive
n	ps	yes	niggar simple	conservative
n	ps	yes	mongol simple	inclusive
n	ddp	yes	asshole simple	conservative
n	an	no	domestic dog simple	inclusive
n	ps	yes	nigger simple	conservative
n	om	no	gay male simple	conservative
n	ddp	yes	barbarian simple	conservative
n	ps	yes	bedu simple	inclusive
n	om	no	butt simple	inclusive
n	om	no	men dressed as women simple	inclusive
n	ddp	yes	brain damage simple	inclusive
n	ddp	yes	prisoner simple	inclusive
n	an	no	chicks simple	inclusive
n	an	no	molluscs simple	inclusive
n	pr	no	prostitution simple	inclusive
n	pa	yes	attorney simple	inclusive
n	an	no	non-human animal simple	inclusive
n	is	yes	villain simple	conservative
n	svp	no	anger simple	inclusive
n	svp	no	greedy simple	inclusive
n	asf	no	cunt simple	conservative
n	re	no	slander simple	inclusive
n	cds	no	bigotry simple	conservative
n	an	no	psittaciformes simple	inclusive
n	re	no	villain simple	conservative
n	cds	no	loan shark simple	inclusive
n	an	no	mollusca simple	inclusive
n	cds	no	scrap simple	conservative
n	cds	no	plant breeding simple	inclusive
n	an	no	cattle simple	inclusive
n	an	no	microorganisms simple	inclusive
n	cds	no	police officers simple	conservative
n	an	no	animal evolution simple	inclusive
n	an	no	protelinae simple	inclusive
n	re	no	assassinated simple	inclusive
n	an	no	owls simple	inclusive
n	an	no	chicken (food) simple	inclusive
n	re	no	slander and libel simple	inclusive
n	re	no	molestation simple	inclusive
n	asm	no	orchitic simple	inclusive
n	an	no	aardwolf simple	inclusive
n	an	no	a man's best friend simple	inclusive
n	pa	yes	clerk simple	inclusive
n	ddp	yes	quack simple	conservative
n	cds	no	changeling simple	inclusive
n	cds	no	scrap metal simple	conservative
n	qas	no	lying simple	conservative
n	ddf	yes	disability simple	inclusive
n	an	no	rage simple	inclusive
n	ddp	yes	foolishness simple	inclusive
n	an	no	insecta simple	inclusive
n	cds	no	arrogance simple	inclusive
n	ddf	yes	impairment simple	inclusive
n	dmc	yes	morality simple	inclusive
n	an	no	street prostitution simple	conservative
n	ps	yes	black simple	inclusive
n	dmc	yes	lies simple	inclusive
n	asm	no	erectile dysfunction simple	inclusive
n	an	no	selachimorpha simple	inclusive
n	cds	no	robber simple	inclusive
n	cds	no	scrap metal simple	inclusive
n	asf	no	changeling simple	conservative
n	ps	yes	changeling simple	conservative
n	asm	no	nocturnal penile tumescence simple	inclusive
n	svp	no	rage (emotion) simple	conservative
