n	pa	yes	barbarians simple
n	cds	no	fascism simple
n	om	no	bean queen simple
n	dmc	yes	barbarian simple
n	cds	no	police officers simple
n	ddp	yes	idiots simple
n	cds	no	fascist simple
n	an	no	villains simple
n	cds	no	hypersexuality simple
n	cds	no	lying simple
n	cds	no	villains simple
n	cds	no	usury simple
n	asf	no	idiot simple
n	ps	yes	barbarians simple
n	cds	no	mafia simple
n	ddp	yes	barbarian simple
n	ddp	yes	changeling simple
n	dmc	yes	hobo simple
n	re	no	villain simple
n	svp	no	rage simple
n	pr	no	prostitution simple
n	re	no	mafioso simple
n	asf	no	vagina simple
n	ps	yes	nigger simple
n	qas	no	lies simple
n	rci	yes	barbarians simple
n	cds	no	italian fascism simple
n	ps	yes	nigga simple
n	cds	no	barbarians simple
n	cds	no	dah mob simple
n	re	no	rape simple
n	pr	no	mistress (lover) simple
n	asf	no	idiots simple
n	cds	no	loan shark simple
n	dmc	yes	trick simple
n	or	no	gay male simple
n	asf	no	changeling simple
n	pa	yes	barbarian simple
n	cds	no	highwayman simple
n	is	yes	villains simple
n	cds	no	barbarian simple
n	cds	no	lies simple
n	om	no	gay simple
n	cds	no	gang simple
n	cds	no	pimp simple
n	asf	no	vaginal simple
n	ps	yes	niggar simple
n	qas	no	lie simple
n	dmc	yes	villain simple
n	pr	no	mistress simple
n	or	no	closeted gay simple
n	cds	no	bigotry simple
n	cds	no	lie simple
n	om	no	closeted gay simple
n	cds	no	criminal gang simple
n	ps	yes	nig simple
n	ps	yes	idiots simple
n	or	no	cunt simple
n	dmc	yes	trickery simple
n	qas	no	lying simple
n	pr	no	street prostitution simple
n	cds	no	scrap metal simple
n	pr	no	hooker simple
n	cds	no	scrap simple
n	an	no	hoax simple
n	ddp	yes	asshole simple
n	re	no	terrorist simple
n	cds	no	gang violence simple
n	ps	yes	barbarian simple
n	cds	no	villain simple
n	dmc	yes	bigotry simple
n	ps	yes	changeling simple
n	re	no	dah mob simple
n	ps	yes	idiot simple
n	re	no	date rape simple
n	cds	no	shylock simple
n	re	no	terrorist movement simple
n	cds	no	cosa nostra simple
n	ddp	yes	barbarians simple
n	re	no	terrorists simple
n	an	no	street prostitution simple
n	an	no	villain simple
n	om	no	gay male simple
n	ddp	yes	idiot simple
n	pr	no	whore simple
n	pr	no	prostitutes simple
n	cds	no	arrogance simple
n	qas	no	barbarians simple
n	re	no	mafia simple
n	re	no	cosa nostra simple
n	asf	no	pussy simple
n	pr	no	sex worker simple
n	re	no	villains simple
n	pr	no	escort-girl simple
n	re	no	terrorism simple
n	pr	no	prostitute simple
n	cds	no	police officer simple
n	ps	yes	niggers simple
n	dmc	yes	hobos simple
n	ps	yes	mestizo simple
n	om	no	openly gay simple
n	is	yes	villain simple
n	dmc	yes	villains simple
n	cds	no	bookworm (insect) simple
n	or	no	bean queen simple
n	ddp	yes	quack simple
n	pr	no	slut simple
n	re	no	rapist simple
n	om	no	twink simple
n	or	no	gay simple
n	cds	no	loan sharks simple
n	or	no	openly gay simple
n	rci	yes	barbarian simple
n	qas	no	barbarian simple
n	dmc	yes	barbarians simple
n	cds	no	mafioso simple
n	asf	no	cunt simple
n	cds	no	outlaw simple
n	svp	no	rage (emotion) simple
n	re	no	blackmail simple
n	svp	no	bigotry simple
