pos	category	stereotype	lemma	level
n	re	no	felony	inclusive
n	an	no	ragtag u klamar	conservative
n	dmc	yes	dilly-dallier	conservative
n	an	no	ox	inclusive
n	an	no	animalculum	inclusive
n	ps	yes	blackamoor	inclusive
n	qas	no	bejta debba tal-	inclusive
n	an	no	scoundrel	conservative
n	pa	yes	barbarians	conservative
n	cds	no	imħallta	inclusive
n	svp	no	l-dnubiet 7 fatali	inclusive
n	cds	no	culchie	inclusive
n	cds	no	demagog	conservative
n	an	no	klieb	inclusive
n	asm	no	testicle	inclusive
n	svp	no	tightwad	conservative
n	an	no	kelb il-baħar	inclusive
n	svp	no	conceitedness	conservative
n	asf	no	numskull	conservative
n	cds	no	pubbliku toilet	inclusive
n	asm	no	favetta	inclusive
n	re	no	delitt	inclusive
n	re	no	molestation sesswali	inclusive
n	cds	no	pomposity	inclusive
n	asm	no	fuck	conservative
n	pr	no	mara ta 'divertiment	conservative
n	an	no	prostituzzjoni maskili	conservative
n	cds	no	gossipmonger	conservative
n	om	no	homosexualism	inclusive
n	ddp	yes	inkompetenti	conservative
n	an	no	culex pipiens	inclusive
n	re	no	delinkwenti	conservative
n	asm	no	piżelli	inclusive
n	ddp	yes	pudden-ras	conservative
n	re	no	rapist	conservative
n	cds	no	cross-tgħammir	inclusive
n	qas	no	maker inkwiet	conservative
n	ddp	yes	frodi saħħa	conservative
n	ddp	yes	mentali ritardazzjoni	inclusive
n	cds	no	strikebreakers	inclusive
n	re	no	omiċidju ditektif	inclusive
n	ps	yes	l-reliġjon lhudija	inclusive
n	or	no	dolt	conservative
n	cds	no	uffiċjal tal-pulizija	inclusive
n	cds	no	bookworm	conservative
n	asf	no	jaqgħu guy	conservative
n	cds	no	scads	inclusive
n	re	no	maligner	conservative
n	qas	no	husbandman	inclusive
n	pr	no	hussy	conservative
n	ddp	yes	twirp	conservative
n	re	no	rikatt	conservative
n	asm	no	ċaqliq bl-iskossi off	conservative
n	cds	no	rustler	inclusive
n	dmc	yes	dissimulator	conservative
n	asm	no	mniġġsa	inclusive
n	an	no	qamel korp	inclusive
n	om	no	derriere	inclusive
n	ps	yes	vandal	inclusive
n	ddp	yes	quackery	conservative
n	cds	no	whiner	conservative
n	asm	no	kannella skur	inclusive
n	ddf	yes	fiżikament ikkontestata	inclusive
n	an	no	insetti	inclusive
n	or	no	ħjara	inclusive
n	cds	no	egotism	conservative
n	qas	no	hovel	inclusive
n	cds	no	illegali	conservative
n	an	no	klieb il-baħar	inclusive
n	cds	no	tribali	inclusive
n	pa	yes	mortician	inclusive
n	asm	no	avafauna	inclusive
n	cds	no	idler	conservative
n	om	no	juru drag	inclusive
n	cds	no	barbaric	conservative
n	ps	yes	negroes	inclusive
n	cds	no	tifel ta 'kelba	conservative
n	dmc	yes	loiterer	conservative
n	pa	yes	ragħaj	inclusive
n	asm	no	avifawna	inclusive
n	dmc	yes	delinkwenti	conservative
n	pr	no	whore xquq	conservative
n	cds	no	jillegalizza	conservative
n	an	no	dunce	conservative
n	dmc	yes	giddieb	inclusive
n	an	no	ingann	conservative
n	cds	no	schoolma'am	conservative
n	om	no	l-irġiel omosesswali	inclusive
n	svp	no	niggardliness	conservative
n	re	no	abbużati	inclusive
n	qas	no	flub	inclusive
n	svp	no	avariciousness	inclusive
n	re	no	ħtif	inclusive
n	cds	no	retard	inclusive
n	asm	no	cockerel	inclusive
n	pa	yes	advocator	inclusive
n	ddp	yes	chump	conservative
n	svp	no	futility	conservative
n	re	no	kriminali	inclusive
n	an	no	bugs sodda	inclusive
n	dmc	yes	scattergood	inclusive
n	pr	no	hetaira	inclusive
n	ddp	yes	blabber	conservative
n	an	no	lunkhead	conservative
n	an	no	culicidae	inclusive
n	an	no	blattaria	inclusive
n	cds	no	bungle	inclusive
n	cds	no	malefactor	conservative
n	cds	no	junk mail	inclusive
n	dmc	yes	merry andrew	inclusive
n	asm	no	roll fil-ħuxlief	conservative
n	an	no	profiteer	conservative
n	qas	no	ħanut	inclusive
n	re	no	vjolenti	inclusive
n	ddp	yes	ras pudina	conservative
n	an	no	wisent	inclusive
n	asf	no	saphead	conservative
n	cds	no	ibridu naturali	inclusive
n	an	no	inkompetenti persuna	conservative
n	ddp	yes	ninny	conservative
n	an	no	diddlyshit	conservative
n	pa	yes	diffensur	inclusive
n	an	no	domestiku ħmar	inclusive
n	an	no	bos taurus	inclusive
n	svp	no	mope	conservative
n	re	no	robber armati	inclusive
n	rci	yes	barbarians	conservative
n	pa	yes	avukati	inclusive
n	svp	no	superbia	conservative
n	cds	no	pulizija	conservative
n	an	no	baħar scorpion	inclusive
n	om	no	buggery	inclusive
n	cds	no	loanshark	inclusive
n	an	no	animalcule	inclusive
n	an	no	kokka tat-tikki	inclusive
n	cds	no	weisenheimer	conservative
n	an	no	selvaġġi ox	inclusive
n	qas	no	commoners	inclusive
n	is	yes	foqra persuna	inclusive
n	an	no	mill-bniedem tiekol kelb il-baħar	inclusive
n	cds	no	banditti	conservative
n	ps	yes	doofus	conservative
n	cds	no	pillock	conservative
n	an	no	f'ċajtiet	conservative
n	or	no	ħjar	inclusive
n	an	no	anguillidae	inclusive
n	cds	no	toilet pubbliku	inclusive
n	cds	no	pedantry tiegħu	inclusive
n	ddp	yes	uneducated persuna	conservative
n	cds	no	skart domestiku	inclusive
n	cds	no	presumptuousness	conservative
n	pr	no	courtesans	inclusive
n	ps	yes	jaqgħu guy	conservative
n	cds	no	charlatan	conservative
n	an	no	kokka	inclusive
n	cds	no	antic	inclusive
n	cds	no	korrispondenti	inclusive
n	dmc	yes	homunculus	inclusive
n	an	no	hirudinea	inclusive
n	qas	no	xogħol tad-dar	inclusive
n	cds	no	wangler	conservative
n	cds	no	pudden-ras	conservative
n	cds	no	l-attivitajiet illegali	inclusive
n	qas	no	kennel	inclusive
n	pa	yes	uncouthness	conservative
n	dmc	yes	libertine	conservative
n	an	no	avultun prim	inclusive
n	re	no	abbużati sesswalment	inclusive
n	is	yes	niggard	conservative
n	cds	no	omm ħaxxej	conservative
n	cds	no	foxiness	conservative
n	cds	no	moron	inclusive
n	ddf	yes	b'diżabilità	inclusive
n	an	no	fuckhead	conservative
n	asm	no	bollocks	inclusive
n	om	no	lura	inclusive
n	cds	no	snoop	conservative
n	pr	no	bunkum	conservative
n	cds	no	diqa sack	conservative
n	pa	yes	kapural	inclusive
n	cds	no	wank	conservative
n	re	no	impjieg hatchet	inclusive
n	an	no	slob	conservative
n	cds	no	dar ta 'reputazzjoni morda	inclusive
n	qas	no	fib	conservative
n	cds	no	tribesmen	inclusive
n	cds	no	self flus	conservative
n	asm	no	twerp	conservative
n	dmc	yes	borża ħmieġ	conservative
n	qas	no	mexxej spiritwali	inclusive
n	an	no	crocodilia	inclusive
n	cds	no	pulizjotta	conservative
n	an	no	helix pomatia	inclusive
n	cds	no	boastfulness	conservative
n	cds	no	slob	conservative
n	pa	yes	membru fakultà	inclusive
n	asf	no	pubika tax-xagħar	inclusive
n	ps	yes	mongoloid	conservative
n	rci	yes	barbaric	conservative
n	asm	no	jorqdu	inclusive
