pos	category	stereotype	lemma	level
n	cds	no	fascisti	conservative
a	cds	no	pretentious	conservative
n	re	no	snatcher	inclusive
n	pa	yes	minister-counselor	inclusive
n	re	no	legal irresponsibility	inclusive
n	cds	no	barbarian	conservative
n	is	yes	parayan	inclusive
n	is	yes	impoverishing	inclusive
n	cds	no	shot caller	conservative
n	cds	no	cull	conservative
n	cds	no	out-of-control sexual behaviors	conservative
n	asf	no	numskull	conservative
n	asf	no	pubic topiary	inclusive
n	cds	no	pomposity	inclusive
n	re	no	murked	inclusive
n	om	no	homosexualism	inclusive
n	cds	no	sex-traders	inclusive
n	cds	no	girl craziest	conservative
n	qas	no	prevaricating	conservative
n	pr	no	fancy woman	conservative
a	qas	no	feudalistic	inclusive
n	is	yes	have-not	inclusive
a	dmc	yes	slothful	conservative
n	asm	no	erector clitoris	inclusive
n	cds	no	strikebreakers	inclusive
n	cds	no	outlaw	inclusive
n	cds	no	cattle-rustling	inclusive
n	ddf	yes	impaired	inclusive
n	cds	no	scads	inclusive
n	cds	no	out-of-control sexual behaviour	conservative
n	pr	no	whoremongering	inclusive
n	om	no	homosexualite	inclusive
n	cds	no	volume	inclusive
n	ddp	yes	birin	conservative
n	re	no	theft	inclusive
n	an	no	microorganism	inclusive
n	re	no	unlawfulness	inclusive
a	svp	no	hotheaded	conservative
n	cds	no	blackguard	conservative
n	an	no	dicondylia	inclusive
n	an	no	noctua passerina	inclusive
n	svp	no	trencher-knives	inclusive
n	om	no	antero-posteriorly	inclusive
n	pa	yes	accountancy qualifications and regulation	inclusive
a	dmc	yes	soiled	inclusive
n	cds	no	begards	inclusive
v	is	yes	beg	inclusive
n	cds	no	mancrazily	conservative
n	cds	no	scores	inclusive
n	om	no	faggot	inclusive
n	re	no	crimanal	inclusive
a	qas	no	poor	conservative
n	an	no	faunae	inclusive
n	om	no	anial sex	inclusive
n	cds	no	outlawing	inclusive
n	cds	no	pimpet	conservative
n	pa	yes	diplomatic rank	inclusive
a	dmc	yes	seedy	conservative
n	an	no	face	inclusive
n	cds	no	schoolma'am	conservative
n	svp	no	niggardliness	conservative
n	ddp	yes	stultifyingly	inclusive
n	asf	no	netherhair	inclusive
n	an	no	numskull	conservative
n	cds	no	retard	inclusive
n	asm	no	cockerel	inclusive
n	qas	no	odds and ends	inclusive
n	an	no	owl	inclusive
n	ps	yes	waster	conservative
n	cds	no	nazi	conservative
n	re	no	romeo and juliet laws	inclusive
n	cds	no	conspiracy theorism	inclusive
n	cds	no	porky pie	conservative
n	an	no	microoerganisms	inclusive
n	an	no	lunkhead	conservative
a	ddf	yes	lame	inclusive
n	an	no	blattaria	inclusive
n	cds	no	black-legger	inclusive
n	asm	no	gullable	conservative
n	om	no	marmango	inclusive
n	ddp	yes	stupidity	conservative
n	cds	no	flesh-mongers	inclusive
n	cds	no	mega-brothel	inclusive
n	or	no	pidor	conservative
n	ddp	yes	ninny	conservative
n	an	no	griffon-vulture	inclusive
n	qas	no	traders	inclusive
v	cds	no	gobble	inclusive
n	svp	no	philautia	conservative
n	an	no	bos taurus	inclusive
n	svp	no	parsimony	inclusive
a	cds	no	criminal	inclusive
n	an	no	cow's size	inclusive
n	dmc	yes	moral code	inclusive
n	cds	no	criminousness	inclusive
n	re	no	badda bing	inclusive
n	ddp	yes	retards	inclusive
n	cds	no	outlaw	conservative
n	cds	no	rest rooms	inclusive
n	an	no	sheep, domestic	inclusive
n	cds	no	fasist	conservative
v	re	no	rack	inclusive
n	om	no	terms for zootomical location	inclusive
n	asm	no	peenis	inclusive
a	qas	no	frantic	conservative
n	ps	yes	vandals	inclusive
n	dmc	yes	scalawag	conservative
n	pr	no	gende	inclusive
n	or	no	b. oleracea	inclusive
n	pr	no	society hostess	inclusive
n	cds	no	flesh mongers	inclusive
n	ps	yes	pinhead	conservative
n	cds	no	hybris	conservative
n	cds	no	bum	conservative
a	cds	no	snotty	conservative
n	re	no	terrorism	conservative
n	pa	yes	auditor-general	inclusive
n	cds	no	chief	inclusive
n	re	no	terrorize	inclusive
n	qas	no	pesantry	inclusive
n	re	no	criminator	inclusive
a	dmc	yes	degenerate	conservative
n	cds	no	presumptuousness	conservative
n	or	no	dullard	conservative
